Order_ID,Order_Date,Year,Month,Quarter,Country,City,Product,Fuel_Type,Customer_Segment,Sales_Channel,Dealer,Salesperson,Quantity,Unit_Price,Gross_Sales,Discount_Pct,Discount_Amount,Sales,Cost,Profit,Profit_Margin_Pct,Tax_Rate_Pct,Tax,Shipping_Cost,Returns,Customer_Rating,Delivery_Days,Payment_Method
ORD202200011,2022-01-07 01:55:17.764804003,2022,1,Q1,USA,Brussels,Classic Cars,Petrol,Retail,Online,Prime Motors,Rahul,6,88987.19,533923.13,16.8,89699.09,444224.04,374737.02,69487.02,15.64,12.0,53306.89,20491.96,0,4.3,9,Credit Card
ORD202200012,2022-01-07 16:30:49.541284403,2022,1,Q1,Australia,Zurich,Trucks and Buses,Petrol,Retail,Online,Elite Cars,Arun,7,49398.36,345788.51,6.9,23859.41,321929.1,275747.97,46181.13,14.35,18.0,57947.24,12955.1,0,3.2,4,UPI
ORD202200013,2022-01-08 07:06:21.317764804,2022,1,Q1,Finland,Zurich,Motorcycles,Electric,Corporate,Distributor,City Motors,Arun,10,10420.04,104200.35,10.6,11045.24,93155.11,79759.27,13395.85,14.38,18.0,16767.92,4718.8,0,3.9,6,Cash
ORD202200014,2022-01-08 21:41:53.094245204,2022,1,Q1,Canada,Helsinki,Planes,Electric,Retail,Online,Global Auto,Sofia,6,88097.91,528587.44,12.6,66602.02,461985.42,412896.31,49089.11,10.63,10.0,46198.54,9845.13,0,3.0,9,UPI
ORD202200015,2022-01-09 12:17:24.870725604,2022,1,Q1,Austria,Paris,Classic Cars,Petrol,Fleet,Online,Global Auto,Arun,8,35610.59,284884.71,2.0,5697.69,279187.02,212823.13,66363.88,23.77,8.0,22334.96,11687.81,0,4.3,3,Credit Card
ORD202200016,2022-01-10 02:52:56.647206005,2022,1,Q1,Italy,Madrid,Trucks and Buses,Diesel,Fleet,Dealer,Global Auto,Daniel,7,85177.76,596244.3,1.9,11328.64,584915.66,440844.78,144070.88,24.63,18.0,105284.82,29436.92,0,4.2,5,Finance
ORD202200017,2022-01-10 17:28:28.423686405,2022,1,Q1,Germany,London,Trains,Diesel,Retail,Dealer,Prime Motors,Priya,2,59381.23,118762.46,1.5,1781.44,116981.02,103635.94,13345.08,11.41,8.0,9358.48,3163.43,0,3.8,8,UPI
ORD202200018,2022-01-11 08:04:00.200166805,2022,1,Q1,Austria,Tokyo,Classic Cars,Petrol,Corporate,Online,City Motors,Arun,12,54364.3,652371.58,17.2,112207.91,540163.67,381077.41,159086.26,29.45,5.0,27008.18,18970.66,0,3.5,9,Cash
ORD202200019,2022-01-11 22:39:31.976647206,2022,1,Q1,Denmark,Madrid,Motorcycles,Petrol,Retail,Online,City Motors,Rahul,11,16776.54,184541.95,0.4,738.17,183803.78,164561.63,19242.15,10.47,5.0,9190.19,5088.23,0,4.2,9,Cash
ORD202200020,2022-01-12 13:15:03.753127606,2022,1,Q1,Singapore,Rome,Vintage Cars,Diesel,Corporate,Online,Global Auto,Priya,9,37918.17,341263.53,6.4,21840.87,319422.66,220758.54,98664.12,30.89,10.0,31942.27,7677.42,0,3.6,10,Bank Transfer
ORD202200021,2022-01-13 03:50:35.529608006,2022,1,Q1,Finland,New York,Trucks and Buses,Petrol,Corporate,Dealer,City Motors,Rahul,12,31529.9,378358.74,17.4,65834.42,312524.32,213597.23,98927.09,31.65,18.0,56254.38,6551.11,0,3.2,13,Credit Card
ORD202200022,2022-01-13 18:26:07.306088407,2022,1,Q1,Finland,Helsinki,Planes,Electric,Retail,Online,AutoMax,Meera,5,69421.9,347109.51,0.3,1041.33,346068.18,291870.57,54197.6,15.66,12.0,41528.18,12683.79,0,4.0,11,Credit Card
ORD202200023,2022-01-14 09:01:39.082568807,2022,1,Q1,Singapore,Stockholm,Classic Cars,Hybrid,Corporate,Online,City Motors,Daniel,6,40949.12,245694.71,3.0,7370.84,238323.87,214329.96,23993.91,10.07,10.0,23832.39,3626.27,0,4.6,2,Finance
ORD202200024,2022-01-14 23:37:10.859049207,2022,1,Q1,Italy,Manila,Trains,Diesel,Retail,Dealer,Prime Motors,Karthik,10,52652.81,526528.09,4.3,22640.71,503887.38,447732.85,56154.54,11.14,10.0,50388.74,21113.17,0,3.8,6,Credit Card
ORD202200025,2022-01-15 14:12:42.635529608,2022,1,Q1,Japan,Tokyo,Vintage Cars,Electric,Retail,Online,Elite Cars,Rahul,10,50609.68,506096.77,6.5,32896.29,473200.48,379495.85,93704.63,19.8,12.0,56784.06,13904.8,0,3.4,15,UPI
ORD202200026,2022-01-16 04:48:14.412010008,2022,1,Q1,USA,Toronto,Vintage Cars,Electric,Retail,Dealer,Prime Motors,Karthik,4,86435.77,345743.1,11.6,40106.2,305636.9,238411.85,67225.05,22.0,8.0,24450.95,8895.47,1,4.2,3,UPI
ORD202200027,2022-01-16 19:23:46.188490408,2022,1,Q1,Finland,Vienna,Vintage Cars,Diesel,Retail,Dealer,Prime Motors,Ananya,6,23263.9,139583.4,10.1,14097.92,125485.48,108695.3,16790.18,13.38,12.0,15058.26,6714.95,0,5.0,11,Bank Transfer
ORD202200028,2022-01-17 09:59:17.964970809,2022,1,Q1,France,Berlin,Motorcycles,Petrol,Retail,Dealer,Global Auto,Meera,8,25082.45,200659.57,9.7,19463.98,181195.59,150653.42,30542.17,16.86,18.0,32615.21,4447.79,0,3.5,4,Bank Transfer
ORD202200029,2022-01-18 00:34:49.741451209,2022,1,Q1,Germany,Oslo,Ships,Petrol,Government,Direct Sales,City Motors,Karthik,11,145488.71,1600375.77,8.1,129630.44,1470745.33,1092377.92,378367.42,25.73,8.0,117659.63,57166.07,0,3.8,5,Credit Card
ORD202200030,2022-01-18 15:10:21.517931609,2022,1,Q1,Canada,Mumbai,Classic Cars,Diesel,Retail,Dealer,City Motors,Daniel,5,71958.48,359792.42,16.8,60445.13,299347.3,220320.4,79026.9,26.4,5.0,14967.36,11705.23,0,4.3,6,Bank Transfer
ORD202200031,2022-01-19 05:45:53.294412010,2022,1,Q1,Spain,Berlin,Vintage Cars,Petrol,Retail,Dealer,Prime Motors,Vikram,3,49881.25,149643.75,13.3,19902.62,129741.13,97570.33,32170.81,24.8,18.0,23353.4,6535.75,0,4.8,11,Cash
ORD202200032,2022-01-19 20:21:25.070892410,2022,1,Q1,Singapore,London,Vintage Cars,Petrol,Retail,Dealer,Elite Cars,Rahul,10,33873.54,338735.4,17.1,57923.75,280811.64,194696.76,86114.88,30.67,5.0,14040.58,7955.95,0,5.0,13,Finance
ORD202200033,2022-01-20 10:56:56.847372810,2022,1,Q1,Denmark,Berlin,Ships,Petrol,Retail,Direct Sales,Elite Cars,Vikram,6,78700.73,472204.4,2.3,10860.7,461343.7,390349.68,70994.02,15.39,8.0,36907.5,24755.5,1,3.9,13,Bank Transfer
ORD202200034,2022-01-21 01:32:28.623853211,2022,1,Q1,UK,Toronto,Vintage Cars,Petrol,Retail,Distributor,Speed Wheels,Karthik,2,61282.81,122565.62,5.2,6373.41,116192.21,98619.29,17572.92,15.12,12.0,13943.07,4402.94,0,4.1,12,Finance
ORD202200035,2022-01-21 16:08:00.400333611,2022,1,Q1,France,Stockholm,Classic Cars,Petrol,Fleet,Online,Prime Motors,Sofia,3,59226.44,177679.33,5.3,9417.0,168262.33,150380.18,17882.15,10.63,8.0,13460.99,5742.03,0,3.3,11,Cash
ORD202200036,2022-01-22 06:43:32.176814011,2022,1,Q1,France,Stockholm,Classic Cars,Petrol,Retail,Direct Sales,City Motors,Priya,4,67531.69,270126.77,8.0,21610.14,248516.63,206134.3,42382.33,17.05,18.0,44732.99,12393.18,0,4.2,2,Credit Card
ORD202200037,2022-01-22 21:19:03.953294412,2022,1,Q1,Singapore,Singapore,Vintage Cars,Diesel,Retail,Online,City Motors,Sneha,12,39891.03,478692.4,12.6,60315.24,418377.16,333666.08,84711.08,20.25,10.0,41837.72,15777.71,0,3.6,8,UPI
ORD202200038,2022-01-23 11:54:35.729774812,2022,1,Q1,Italy,Copenhagen,Trucks and Buses,Hybrid,Retail,Dealer,City Motors,Daniel,10,49441.65,494416.54,14.1,69712.73,424703.81,347191.49,77512.32,18.25,5.0,21235.19,12532.78,0,3.6,9,Bank Transfer
ORD202200039,2022-01-24 02:30:07.506255212,2022,1,Q1,USA,Mumbai,Ships,Electric,Fleet,Distributor,Elite Cars,Arun,3,156088.98,468266.95,3.3,15452.81,452814.14,390149.65,62664.49,13.84,10.0,45281.41,17056.26,0,4.5,15,Bank Transfer
ORD202200040,2022-01-24 17:05:39.282735613,2022,1,Q1,Switzerland,London,Vintage Cars,Petrol,Retail,Direct Sales,City Motors,Ananya,10,28236.69,282366.92,17.6,49696.58,232670.35,188975.93,43694.41,18.78,10.0,23267.03,8718.05,0,4.0,9,Cash
ORD202200041,2022-01-25 07:41:11.059216013,2022,1,Q1,Spain,Vienna,Trucks and Buses,Petrol,Retail,Dealer,AutoMax,Vikram,11,51490.21,566392.34,11.1,62869.55,503522.79,371052.34,132470.45,26.31,10.0,50352.28,19604.34,1,3.8,2,Cash
ORD202200042,2022-01-25 22:16:42.835696413,2022,1,Q1,Finland,Oslo,Vintage Cars,Hybrid,Retail,Dealer,Global Auto,Priya,15,24105.0,361575.04,4.0,14463.0,347112.04,274612.73,72499.31,20.89,18.0,62480.17,12040.11,0,3.9,9,UPI
ORD202200043,2022-01-26 12:52:14.612176814,2022,1,Q1,Belgium,Sydney,Classic Cars,Electric,Retail,Direct Sales,Prime Motors,Sofia,8,56163.06,449304.49,10.5,47176.97,402127.52,335561.83,66565.69,16.55,10.0,40212.75,14204.61,1,4.1,6,UPI
ORD202200044,2022-01-27 03:27:46.388657214,2022,1,Q1,Belgium,New York,Trains,Petrol,Government,Distributor,AutoMax,Vikram,11,28204.21,310246.28,8.8,27301.67,282944.61,217896.37,65048.24,22.99,12.0,33953.35,9907.56,0,4.5,5,Cash
ORD202200045,2022-01-27 18:03:18.165137615,2022,1,Q1,Sweden,Oslo,Planes,Diesel,Retail,Direct Sales,Elite Cars,Karthik,10,67687.33,676873.26,14.2,96116.0,580757.25,474946.51,105810.75,18.22,8.0,46460.58,11509.11,1,4.2,13,UPI
ORD202200046,2022-01-28 08:38:49.941618015,2022,1,Q1,Norway,Oslo,Motorcycles,Petrol,Retail,Direct Sales,City Motors,Meera,9,11792.53,106132.8,14.5,15389.26,90743.55,65935.68,24807.87,27.34,5.0,4537.18,3800.46,0,2.9,15,Bank Transfer
ORD202200047,2022-01-28 23:14:21.718098415,2022,1,Q1,Australia,Rome,Planes,Hybrid,Corporate,Distributor,Elite Cars,Vikram,11,121848.07,1340328.73,3.1,41550.19,1298778.54,1133641.43,165137.11,12.71,5.0,64938.93,22704.91,0,5.0,11,Bank Transfer
ORD202200048,2022-01-29 13:49:53.494578816,2022,1,Q1,USA,Rome,Trucks and Buses,Hybrid,Corporate,Dealer,Elite Cars,Rahul,9,82353.19,741178.7,17.1,126741.56,614437.14,530137.3,84299.84,13.72,5.0,30721.86,17525.04,1,4.2,9,UPI
ORD202200049,2022-01-30 04:25:25.271059216,2022,1,Q1,Australia,Zurich,Trains,Electric,Retail,Dealer,Elite Cars,Sneha,6,43909.51,263457.08,14.9,39255.11,224201.98,189232.27,34969.71,15.6,18.0,40356.36,6533.59,0,3.2,4,Credit Card
ORD202200050,2022-01-30 19:00:57.047539616,2022,1,Q1,UK,Singapore,Ships,Diesel,Corporate,Direct Sales,Elite Cars,Daniel,12,146496.36,1757956.3,18.0,316432.13,1441524.16,995123.24,446400.92,30.97,10.0,144152.42,40831.47,1,3.5,10,Finance
ORD202200051,2022-01-31 09:36:28.824020017,2022,1,Q1,Germany,Helsinki,Ships,Hybrid,Retail,Distributor,City Motors,Vikram,8,102017.83,816142.6,11.1,90591.83,725550.78,608041.79,117508.98,16.2,12.0,87066.09,23308.21,0,3.4,12,Bank Transfer
ORD202200052,2022-02-01 00:12:00.600500417,2022,2,Q1,USA,Helsinki,Planes,Diesel,Fleet,Distributor,AutoMax,Ananya,9,193363.71,1740273.36,11.6,201871.71,1538401.65,1332172.94,206228.7,13.41,10.0,153840.16,37390.77,1,4.0,14,Cash
ORD202200053,2022-02-01 14:47:32.376980817,2022,2,Q1,Canada,Rome,Vintage Cars,Hybrid,Government,Online,Prime Motors,Daniel,5,53545.75,267728.74,3.2,8567.32,259161.42,232606.5,26554.92,10.25,12.0,31099.37,6078.83,0,4.4,6,UPI
ORD202200054,2022-02-02 05:23:04.153461218,2022,2,Q1,UK,Vienna,Planes,Petrol,Retail,Direct Sales,Prime Motors,Rahul,6,119629.74,717778.42,4.2,30146.69,687631.73,563758.46,123873.27,18.01,5.0,34381.59,18389.5,1,4.4,9,UPI
ORD202200055,2022-02-02 19:58:35.929941618,2022,2,Q1,Finland,London,Trucks and Buses,Electric,Fleet,Dealer,Prime Motors,Daniel,4,36047.59,144190.36,11.6,16726.08,127464.28,86844.66,40619.63,31.87,5.0,6373.21,6891.65,0,4.3,7,UPI
ORD202200056,2022-02-03 10:34:07.706422018,2022,2,Q1,USA,Copenhagen,Motorcycles,Diesel,Fleet,Distributor,Prime Motors,Priya,2,33268.86,66537.71,6.6,4391.49,62146.23,55257.71,6888.52,11.08,10.0,6214.62,1806.92,1,5.0,10,Finance
ORD202200057,2022-02-04 01:09:39.482902419,2022,2,Q1,Norway,Oslo,Ships,Petrol,Fleet,Dealer,AutoMax,Ananya,2,71105.67,142211.33,14.3,20336.22,121875.11,98892.76,22982.35,18.86,12.0,14625.01,5105.19,0,3.7,14,Bank Transfer
ORD202200058,2022-02-04 15:45:11.259382819,2022,2,Q1,Belgium,London,Vintage Cars,Diesel,Corporate,Dealer,Global Auto,Rahul,10,35589.37,355893.72,14.0,49825.12,306068.6,234202.43,71866.17,23.48,10.0,30606.86,16783.91,0,4.0,7,Finance
ORD202200059,2022-02-05 06:20:43.035863219,2022,2,Q1,Canada,Stockholm,Vintage Cars,Petrol,Retail,Distributor,Speed Wheels,Meera,15,52133.48,782002.18,14.7,114954.32,667047.86,468231.77,198816.09,29.81,10.0,66704.79,24170.92,0,5.0,13,Credit Card
ORD202200060,2022-02-05 20:56:14.812343620,2022,2,Q1,Norway,Zurich,Motorcycles,Diesel,Government,Direct Sales,Global Auto,Daniel,8,13925.01,111400.08,1.0,1114.0,110286.08,96342.89,13943.19,12.64,5.0,5514.3,3749.05,0,4.2,7,Cash
ORD202200061,2022-02-06 11:31:46.588824020,2022,2,Q1,USA,Stockholm,Trucks and Buses,Hybrid,Fleet,Direct Sales,Global Auto,Sneha,3,116520.64,349561.91,13.3,46491.73,303070.17,272675.31,30394.86,10.03,5.0,15153.51,16339.49,0,4.4,6,Cash
ORD202200062,2022-02-07 02:07:18.365304420,2022,2,Q1,Austria,Tokyo,Vintage Cars,Diesel,Fleet,Distributor,Elite Cars,Ananya,2,41000.31,82000.62,5.2,4264.03,77736.59,62040.85,15695.74,20.19,10.0,7773.66,2755.48,0,4.5,3,Credit Card
ORD202200063,2022-02-07 16:42:50.141784821,2022,2,Q1,France,Zurich,Ships,Diesel,Fleet,Direct Sales,Speed Wheels,Sneha,13,88294.17,1147824.22,6.1,70017.28,1077806.95,869121.04,208685.91,19.36,12.0,129336.83,54683.91,0,4.8,11,Bank Transfer
ORD202200064,2022-02-08 07:18:21.918265221,2022,2,Q1,UK,New York,Classic Cars,Petrol,Government,Dealer,Speed Wheels,Rahul,3,62979.0,188936.99,6.5,12280.9,176656.09,151913.27,24742.81,14.01,12.0,21198.73,3049.25,0,3.9,6,UPI
ORD202200065,2022-02-08 21:53:53.694745621,2022,2,Q1,Spain,Oslo,Trucks and Buses,Hybrid,Retail,Distributor,AutoMax,Sneha,10,70664.68,706646.79,15.7,110943.55,595703.24,526644.14,69059.1,11.59,8.0,47656.26,12310.08,0,3.7,15,Credit Card
ORD202200066,2022-02-09 12:29:25.471226022,2022,2,Q1,Spain,Oslo,Classic Cars,Electric,Retail,Dealer,Global Auto,Vikram,1,62594.72,62594.72,11.5,7198.39,55396.32,48847.19,6549.13,11.82,18.0,9971.34,2959.41,0,3.9,2,Bank Transfer
ORD202200067,2022-02-10 03:04:57.247706422,2022,2,Q1,Norway,Mumbai,Motorcycles,Electric,Retail,Direct Sales,Elite Cars,Sofia,15,13685.71,205285.59,4.3,8827.28,196458.31,174370.47,22087.84,11.24,10.0,19645.83,9683.06,0,3.7,2,Finance
ORD202200068,2022-02-10 17:40:29.024186822,2022,2,Q1,Australia,Sydney,Motorcycles,Petrol,Fleet,Dealer,Global Auto,Sneha,13,19195.21,249537.78,10.3,25702.39,223835.39,155457.85,68377.54,30.55,12.0,26860.25,11194.07,1,4.1,5,Finance
ORD202200069,2022-02-11 08:16:00.800667223,2022,2,Q1,Sweden,Sydney,Trucks and Buses,Electric,Government,Dealer,City Motors,Daniel,15,53286.1,799291.55,10.2,81527.74,717763.81,568245.3,149518.51,20.83,12.0,86131.66,37438.98,0,4.0,6,Cash
ORD202200070,2022-02-11 22:51:32.577147623,2022,2,Q1,Austria,New York,Classic Cars,Hybrid,Retail,Online,Elite Cars,Ananya,3,34664.41,103993.23,12.0,12479.19,91514.04,73579.14,17934.9,19.6,12.0,10981.68,4189.53,0,3.3,2,Credit Card
ORD202200071,2022-02-12 13:27:04.353628023,2022,2,Q1,France,Mumbai,Vintage Cars,Petrol,Retail,Dealer,Elite Cars,Daniel,12,50720.08,608640.92,12.1,73645.55,534995.37,449747.83,85247.53,15.93,10.0,53499.54,10866.94,1,4.7,11,Cash
ORD202200072,2022-02-13 04:02:36.130108424,2022,2,Q1,Canada,Berlin,Vintage Cars,Hybrid,Government,Dealer,Prime Motors,Karthik,9,36144.99,325304.95,2.9,9433.84,315871.11,261258.36,54612.75,17.29,18.0,56856.8,12191.25,0,4.5,2,UPI
ORD202200073,2022-02-13 18:38:07.906588824,2022,2,Q1,Spain,Manila,Vintage Cars,Diesel,Retail,Direct Sales,AutoMax,Arun,12,50816.08,609792.97,16.0,97566.88,512226.1,351467.84,160758.26,31.38,18.0,92200.7,8137.21,1,4.7,12,Finance
ORD202200074,2022-02-14 09:13:39.683069224,2022,2,Q1,Denmark,Zurich,Ships,Petrol,Retail,Direct Sales,City Motors,Meera,8,70744.83,565958.61,13.8,78102.29,487856.32,394205.89,93650.43,19.2,5.0,24392.82,18353.0,0,4.1,13,UPI
ORD202200075,2022-02-14 23:49:11.459549625,2022,2,Q1,UK,Manila,Motorcycles,Diesel,Retail,Online,Elite Cars,Vikram,11,23641.77,260059.48,15.6,40569.28,219490.2,155893.11,63597.09,28.97,12.0,26338.82,4175.58,0,4.1,3,Cash
ORD202200076,2022-02-15 14:24:43.236030025,2022,2,Q1,Switzerland,Manila,Classic Cars,Diesel,Retail,Distributor,Speed Wheels,Meera,6,36520.14,219120.83,10.8,23665.05,195455.78,148992.39,46463.39,23.77,10.0,19545.58,8503.04,0,3.4,3,Finance
ORD202200077,2022-02-16 05:00:15.012510425,2022,2,Q1,Denmark,Rome,Trains,Petrol,Fleet,Distributor,Elite Cars,Vikram,14,38110.62,533548.62,2.4,12805.17,520743.45,378201.13,142542.32,27.37,12.0,62489.21,9702.63,0,3.5,10,Credit Card
ORD202200078,2022-02-16 19:35:46.788990826,2022,2,Q1,France,Oslo,Classic Cars,Petrol,Government,Dealer,Speed Wheels,Daniel,13,62858.02,817154.31,2.4,19611.7,797542.61,604407.25,193135.35,24.22,8.0,63803.41,42067.96,1,3.9,13,Cash
ORD202200079,2022-02-17 10:11:18.565471226,2022,2,Q1,Japan,Helsinki,Motorcycles,Petrol,Corporate,Online,Speed Wheels,Vikram,4,19991.31,79965.26,16.7,13354.2,66611.06,56935.92,9675.14,14.52,18.0,11989.99,3281.04,0,3.5,15,Bank Transfer
ORD202200080,2022-02-18 00:46:50.341951626,2022,2,Q1,France,New York,Trucks and Buses,Petrol,Fleet,Direct Sales,City Motors,Arun,7,67660.58,473624.09,7.9,37416.3,436207.79,341675.96,94531.83,21.67,10.0,43620.78,9296.91,0,4.0,8,Credit Card
ORD202200081,2022-02-18 15:22:22.118432027,2022,2,Q1,Canada,Berlin,Motorcycles,Petrol,Retail,Distributor,AutoMax,Ananya,5,25866.44,129332.19,17.4,22503.8,106828.38,80699.03,26129.36,24.46,10.0,10682.84,4586.67,0,3.6,2,UPI
ORD202200082,2022-02-19 05:57:53.894912427,2022,2,Q1,Norway,Stockholm,Vintage Cars,Diesel,Retail,Distributor,Speed Wheels,Vikram,8,22932.64,183461.1,16.5,30271.08,153190.02,132135.48,21054.53,13.74,10.0,15319.0,5123.03,1,4.7,5,Cash
ORD202200083,2022-02-19 20:33:25.671392827,2022,2,Q1,Germany,Copenhagen,Classic Cars,Petrol,Retail,Dealer,Elite Cars,Rahul,12,90119.59,1081435.14,9.9,107062.08,974373.06,869343.56,105029.5,10.78,12.0,116924.77,50102.5,0,3.8,12,Finance
ORD202200084,2022-02-20 11:08:57.447873228,2022,2,Q1,Italy,Singapore,Motorcycles,Petrol,Corporate,Direct Sales,City Motors,Vikram,10,23126.63,231266.32,3.1,7169.26,224097.07,186361.68,37735.38,16.84,10.0,22409.71,10677.88,0,3.9,12,Cash
ORD202200085,2022-02-21 01:44:29.224353628,2022,2,Q1,UK,Oslo,Trucks and Buses,Petrol,Fleet,Online,Global Auto,Sofia,5,98466.09,492330.44,16.2,79757.53,412572.91,341533.26,71039.65,17.22,18.0,74263.12,21876.37,0,3.9,6,Cash
ORD202200086,2022-02-21 16:20:01.000834028,2022,2,Q1,USA,Rome,Classic Cars,Petrol,Retail,Direct Sales,City Motors,Priya,2,79736.49,159472.98,10.9,17382.56,142090.43,124245.7,17844.73,12.56,18.0,25576.28,3515.77,0,4.7,9,Cash
ORD202200087,2022-02-22 06:55:32.777314429,2022,2,Q1,USA,Madrid,Classic Cars,Electric,Government,Online,Prime Motors,Priya,10,116253.23,1162532.3,9.1,105790.44,1056741.86,867409.51,189332.34,17.92,12.0,126809.02,17007.18,0,3.5,3,Finance
ORD202200088,2022-02-22 21:31:04.553794829,2022,2,Q1,Sweden,Copenhagen,Trucks and Buses,Petrol,Corporate,Online,Speed Wheels,Sofia,7,55577.9,389045.29,0.2,778.09,388267.2,295963.57,92303.63,23.77,5.0,19413.36,11282.56,0,3.6,6,Finance
ORD202200089,2022-02-23 12:06:36.330275230,2022,2,Q1,Japan,Sydney,Classic Cars,Diesel,Retail,Distributor,Prime Motors,Priya,9,82585.94,743273.44,1.0,7432.73,735840.71,618307.34,117533.37,15.97,8.0,58867.26,31341.94,0,3.7,5,Bank Transfer
ORD202200090,2022-02-24 02:42:08.106755630,2022,2,Q1,Austria,Copenhagen,Trucks and Buses,Petrol,Retail,Online,Speed Wheels,Sneha,9,45474.54,409270.82,12.0,49112.5,360158.32,288829.21,71329.11,19.8,8.0,28812.67,14298.83,0,3.4,14,Bank Transfer
ORD202200091,2022-02-24 17:17:39.883236030,2022,2,Q1,Belgium,Tokyo,Ships,Hybrid,Corporate,Direct Sales,Elite Cars,Meera,10,78554.01,785540.11,11.1,87194.95,698345.16,500145.12,198200.04,28.38,12.0,83801.42,38220.13,0,3.0,8,Credit Card
ORD202200092,2022-02-25 07:53:11.659716431,2022,2,Q1,Canada,Helsinki,Trains,Hybrid,Corporate,Dealer,City Motors,Vikram,15,34631.38,519470.64,17.4,90387.89,429082.75,345373.7,83709.05,19.51,12.0,51489.93,18328.34,1,4.3,13,Credit Card
ORD202200093,2022-02-25 22:28:43.436196831,2022,2,Q1,Germany,Sydney,Vintage Cars,Petrol,Retail,Online,AutoMax,Karthik,2,43053.51,86107.01,2.1,1808.25,84298.77,63464.31,20834.46,24.72,18.0,15173.78,2764.06,1,4.6,12,Bank Transfer
ORD202200094,2022-02-26 13:04:15.212677231,2022,2,Q1,India,Oslo,Classic Cars,Hybrid,Government,Online,City Motors,Sneha,7,83103.78,581726.44,3.6,20942.15,560784.29,423926.02,136858.27,24.4,10.0,56078.43,30808.27,0,4.0,13,Credit Card
ORD202200095,2022-02-27 03:39:46.989157632,2022,2,Q1,Denmark,Oslo,Classic Cars,Petrol,Fleet,Online,City Motors,Sofia,12,48405.93,580871.21,15.0,87130.68,493740.52,371694.32,122046.2,24.72,10.0,49374.05,11756.42,1,4.3,7,UPI
ORD202200096,2022-02-27 18:15:18.765638032,2022,2,Q1,Italy,Madrid,Classic Cars,Diesel,Government,Dealer,Elite Cars,Ananya,7,72251.31,505759.2,1.7,8597.91,497161.29,396419.2,100742.1,20.26,8.0,39772.9,16417.63,0,4.0,8,Cash
