Order_ID,Order_Date,Year,Month,Quarter,Country,City,Product,Fuel_Type,Customer_Segment,Sales_Channel,Dealer,Salesperson,Quantity,Unit_Price,Gross_Sales,Discount_Pct,Discount_Amount,Sales,Cost,Profit,Profit_Margin_Pct,Tax_Rate_Pct,Tax,Shipping_Cost,Returns,Customer_Rating,Delivery_Days,Payment_Method
ORD202600017,2026-01-05 20:34:37.731442869,2026,1,Q1,Finland,Vienna,Classic Cars,Hybrid,Corporate,Distributor,AutoMax,Daniel,4,38138.23,152552.93,8.7,13272.1,139280.82,98658.05,40622.78,29.17,18.0,25070.55,5416.83,0,4.9,8,Cash
ORD202600018,2026-01-06 03:51:47.589658048,2026,1,Q1,USA,New York,Trucks and Buses,Hybrid,Retail,Direct Sales,City Motors,Meera,4,120385.93,481543.74,9.9,47672.83,433870.91,356706.4,77164.51,17.79,12.0,52064.51,23000.78,0,4.5,3,Cash
ORD202600019,2026-01-06 11:08:57.447873227,2026,1,Q1,Finland,Helsinki,Classic Cars,Electric,Fleet,Dealer,Prime Motors,Arun,11,43846.03,482306.29,11.9,57394.45,424911.84,305298.36,119613.47,28.15,12.0,50989.42,12647.04,0,3.8,7,UPI
ORD202600020,2026-01-06 18:26:07.306088407,2026,1,Q1,UK,Brussels,Ships,Electric,Retail,Online,City Motors,Vikram,11,133986.4,1473850.45,7.7,113486.48,1360363.97,1116316.19,244047.78,17.94,12.0,163243.68,54675.31,0,4.0,11,Finance
ORD202600021,2026-01-07 01:43:17.164303586,2026,1,Q1,Belgium,Helsinki,Classic Cars,Diesel,Government,Direct Sales,Prime Motors,Ananya,12,47171.21,566054.48,6.9,39057.76,526996.72,362713.29,164283.43,31.17,5.0,26349.84,24797.98,0,3.4,15,Cash
ORD202600022,2026-01-07 09:00:27.022518765,2026,1,Q1,Australia,Rome,Trucks and Buses,Diesel,Retail,Online,City Motors,Sneha,2,49221.24,98442.49,1.5,1476.64,96965.85,70659.98,26305.86,27.13,5.0,4848.29,4456.72,0,3.4,3,Cash
ORD202600023,2026-01-07 16:17:36.880733945,2026,1,Q1,Singapore,Sydney,Vintage Cars,Hybrid,Retail,Dealer,Global Auto,Sofia,14,39733.47,556268.59,12.3,68421.04,487847.55,341679.5,146168.05,29.96,10.0,48784.76,24900.87,0,4.7,9,Finance
ORD202600024,2026-01-07 23:34:46.738949124,2026,1,Q1,Spain,Vienna,Classic Cars,Diesel,Retail,Dealer,City Motors,Priya,7,71032.84,497229.91,16.2,80551.25,416678.66,304206.14,112472.53,26.99,10.0,41667.87,19903.92,1,3.6,5,UPI
ORD202600025,2026-01-08 06:51:56.597164303,2026,1,Q1,Spain,Manila,Ships,Electric,Retail,Distributor,AutoMax,Vikram,12,71286.95,855443.37,5.8,49615.72,805827.66,707873.42,97954.23,12.16,10.0,80582.77,40836.71,0,3.9,13,UPI
ORD202600026,2026-01-08 14:09:06.455379482,2026,1,Q1,India,Copenhagen,Vintage Cars,Petrol,Retail,Online,Elite Cars,Meera,14,53466.15,748526.11,14.7,110033.34,638492.77,515277.57,123215.2,19.3,10.0,63849.28,28531.83,0,3.9,7,UPI
ORD202600027,2026-01-08 21:26:16.313594662,2026,1,Q1,Belgium,Manila,Vintage Cars,Petrol,Retail,Dealer,Global Auto,Ananya,15,29912.54,448688.17,11.4,51150.45,397537.72,305427.36,92110.36,23.17,8.0,31803.02,13414.07,0,5.0,3,Credit Card
ORD202600028,2026-01-09 04:43:26.171809841,2026,1,Q1,Switzerland,Rome,Vintage Cars,Hybrid,Corporate,Distributor,Prime Motors,Arun,5,27690.61,138453.03,14.1,19521.88,118931.15,87540.88,31390.27,26.39,10.0,11893.11,6044.3,0,4.3,10,Cash
ORD202600029,2026-01-09 12:00:36.030025020,2026,1,Q1,Japan,Manila,Classic Cars,Hybrid,Government,Online,City Motors,Vikram,8,79192.93,633543.48,1.4,8869.61,624673.87,504425.43,120248.44,19.25,18.0,112441.3,14294.18,1,3.8,9,Cash
ORD202600030,2026-01-09 19:17:45.888240200,2026,1,Q1,Singapore,Vienna,Vintage Cars,Petrol,Retail,Distributor,Elite Cars,Arun,7,27923.53,195464.71,17.8,34792.72,160671.99,113585.71,47086.28,29.31,18.0,28920.96,5520.81,0,4.9,14,Bank Transfer
ORD202600031,2026-01-10 02:34:55.746455379,2026,1,Q1,Canada,Oslo,Classic Cars,Hybrid,Retail,Distributor,Speed Wheels,Ananya,6,58603.0,351618.0,14.3,50281.37,301336.63,244961.05,56375.58,18.71,18.0,54240.59,14695.4,0,5.0,13,Finance
ORD202600032,2026-01-10 09:52:05.604670558,2026,1,Q1,Germany,Sydney,Vintage Cars,Petrol,Retail,Direct Sales,Speed Wheels,Daniel,15,47503.78,712556.73,6.0,42753.4,669803.33,513015.69,156787.64,23.41,5.0,33490.17,27964.07,0,3.6,12,Bank Transfer
ORD202600033,2026-01-10 17:09:15.462885738,2026,1,Q1,Spain,Toronto,Trains,Petrol,Retail,Dealer,Elite Cars,Sneha,10,45105.63,451056.35,2.1,9472.18,441584.16,309853.96,131730.2,29.83,8.0,35326.73,7418.67,0,4.1,3,UPI
ORD202600034,2026-01-11 00:26:25.321100917,2026,1,Q1,Sweden,Copenhagen,Vintage Cars,Diesel,Retail,Online,Global Auto,Arun,9,38509.38,346584.44,13.2,45749.15,300835.29,206512.56,94322.73,31.35,18.0,54150.35,10576.64,0,3.9,7,Bank Transfer
ORD202600035,2026-01-11 07:43:35.179316096,2026,1,Q1,Canada,New York,Trains,Petrol,Fleet,Online,Speed Wheels,Sneha,12,59451.59,713419.04,16.8,119854.4,593564.64,435385.84,158178.8,26.65,12.0,71227.76,24675.52,0,4.0,6,Credit Card
ORD202600036,2026-01-11 15:00:45.037531276,2026,1,Q1,UK,Brussels,Ships,Electric,Fleet,Distributor,Elite Cars,Daniel,8,143305.51,1146444.04,15.1,173113.05,973330.99,727068.59,246262.4,25.3,8.0,77866.48,24354.87,0,4.9,14,Finance
ORD202600037,2026-01-11 22:17:54.895746455,2026,1,Q1,Canada,Madrid,Vintage Cars,Petrol,Fleet,Distributor,Prime Motors,Rahul,6,41818.73,250912.39,3.0,7527.37,243385.02,218106.14,25278.88,10.39,8.0,19470.8,11473.88,1,3.2,4,Bank Transfer
ORD202600038,2026-01-12 05:35:04.753961634,2026,1,Q1,Canada,Manila,Classic Cars,Hybrid,Retail,Direct Sales,Speed Wheels,Sneha,11,68088.51,748973.61,0.7,5242.82,743730.79,638917.94,104812.85,14.09,18.0,133871.54,28252.56,0,3.9,15,Cash
ORD202600039,2026-01-12 12:52:14.612176814,2026,1,Q1,USA,Madrid,Motorcycles,Petrol,Fleet,Distributor,Prime Motors,Priya,1,37751.23,37751.23,17.2,6493.21,31258.02,23526.2,7731.82,24.74,18.0,5626.44,1055.16,0,4.0,8,Bank Transfer
ORD202600040,2026-01-12 20:09:24.470391993,2026,1,Q1,Japan,Tokyo,Ships,Hybrid,Retail,Dealer,Speed Wheels,Sofia,3,114932.8,344798.41,15.6,53788.55,291009.86,211701.63,79308.23,27.25,18.0,52381.77,13546.0,1,3.8,10,Credit Card
ORD202600041,2026-01-13 03:26:34.328607172,2026,1,Q1,Italy,Copenhagen,Classic Cars,Petrol,Fleet,Direct Sales,Speed Wheels,Sofia,6,57496.79,344980.72,8.2,28288.42,316692.3,281271.05,35421.25,11.18,12.0,38003.08,8107.86,1,3.7,12,Finance
ORD202600042,2026-01-13 10:43:44.186822352,2026,1,Q1,Japan,Brussels,Vintage Cars,Petrol,Retail,Online,Speed Wheels,Daniel,7,64292.61,450048.3,16.8,75608.11,374440.19,322928.36,51511.83,13.76,8.0,29955.22,12520.92,0,5.0,10,Bank Transfer
ORD202600043,2026-01-13 18:00:54.045037531,2026,1,Q1,Belgium,Madrid,Classic Cars,Hybrid,Retail,Dealer,City Motors,Meera,13,47587.06,618631.8,14.0,86608.45,532023.34,422357.89,109665.45,20.61,10.0,53202.33,24707.12,0,4.0,4,Cash
ORD202600044,2026-01-14 01:18:03.903252710,2026,1,Q1,Norway,Toronto,Trucks and Buses,Petrol,Retail,Dealer,Global Auto,Karthik,1,38530.62,38530.62,12.9,4970.45,33560.17,23678.53,9881.64,29.44,18.0,6040.83,1152.45,1,4.0,3,Credit Card
ORD202600045,2026-01-14 08:35:13.761467890,2026,1,Q1,Japan,Berlin,Trucks and Buses,Petrol,Retail,Distributor,Elite Cars,Sofia,4,89165.19,356660.76,13.9,49575.85,307084.92,243509.6,63575.31,20.7,8.0,24566.79,16092.67,0,4.8,13,Cash
ORD202600046,2026-01-14 15:52:23.619683069,2026,1,Q1,Italy,Manila,Planes,Petrol,Corporate,Online,Global Auto,Rahul,13,141877.37,1844405.77,7.4,136486.03,1707919.75,1178052.11,529867.63,31.02,10.0,170791.97,69435.49,1,4.1,4,UPI
ORD202600047,2026-01-14 23:09:33.477898248,2026,1,Q1,Japan,Sydney,Trucks and Buses,Hybrid,Retail,Direct Sales,Speed Wheels,Priya,7,103693.1,725851.69,12.9,93634.87,632216.82,523319.44,108897.38,17.22,8.0,50577.35,18077.01,0,3.8,10,Credit Card
ORD202600048,2026-01-15 06:26:43.336113427,2026,1,Q1,Japan,Oslo,Vintage Cars,Petrol,Retail,Dealer,Prime Motors,Karthik,10,69847.89,698478.94,9.9,69149.42,629329.53,497708.03,131621.5,20.91,10.0,62932.95,10527.65,0,3.1,15,UPI
ORD202600049,2026-01-15 13:43:53.194328607,2026,1,Q1,Austria,Helsinki,Vintage Cars,Electric,Fleet,Online,Elite Cars,Sneha,1,30137.1,30137.1,8.0,2410.97,27726.13,22523.9,5202.24,18.76,10.0,2772.61,1355.6,0,4.6,13,UPI
ORD202600050,2026-01-15 21:01:03.052543786,2026,1,Q1,Singapore,Copenhagen,Vintage Cars,Diesel,Retail,Dealer,Prime Motors,Priya,15,28242.77,423641.54,15.0,63546.23,360095.31,259598.69,100496.62,27.91,10.0,36009.53,13296.89,1,4.7,2,Cash
ORD202600051,2026-01-16 04:18:12.910758965,2026,1,Q1,Singapore,Madrid,Vintage Cars,Petrol,Fleet,Dealer,Speed Wheels,Vikram,1,37956.83,37956.83,9.5,3605.9,34350.94,28761.09,5589.85,16.27,12.0,4122.11,531.05,0,4.7,14,Credit Card
ORD202600052,2026-01-16 11:35:22.768974145,2026,1,Q1,Sweden,Singapore,Motorcycles,Electric,Corporate,Online,Elite Cars,Meera,8,20888.29,167106.33,10.7,17880.38,149225.95,118515.33,30710.63,20.58,18.0,26860.67,3023.95,1,4.5,10,Bank Transfer
ORD202600053,2026-01-16 18:52:32.627189324,2026,1,Q1,UK,Manila,Classic Cars,Petrol,Retail,Online,AutoMax,Ananya,8,59415.19,475321.53,12.1,57513.9,417807.62,361070.43,56737.19,13.58,10.0,41780.76,12933.17,0,4.0,5,Bank Transfer
ORD202600054,2026-01-17 02:09:42.485404503,2026,1,Q1,Norway,Toronto,Motorcycles,Hybrid,Retail,Online,Speed Wheels,Karthik,6,16516.45,99098.72,13.5,13378.33,85720.39,63015.51,22704.88,26.49,12.0,10286.45,4610.1,0,4.8,5,Bank Transfer
ORD202600055,2026-01-17 09:26:52.343619683,2026,1,Q1,Japan,Helsinki,Trucks and Buses,Electric,Government,Distributor,Speed Wheels,Karthik,11,64650.06,711150.65,8.1,57603.2,653547.44,529778.79,123768.65,18.94,18.0,117638.54,23713.25,0,4.5,15,Cash
ORD202600056,2026-01-17 16:44:02.201834862,2026,1,Q1,Italy,Copenhagen,Classic Cars,Petrol,Retail,Dealer,Speed Wheels,Sneha,1,67272.85,67272.85,14.8,9956.38,57316.47,39037.87,18278.6,31.89,18.0,10316.96,3020.86,0,4.4,7,Credit Card
ORD202600057,2026-01-18 00:01:12.060050041,2026,1,Q1,Sweden,London,Trains,Petrol,Fleet,Distributor,Prime Motors,Sneha,7,36875.49,258128.4,17.9,46204.98,211923.42,188332.07,23591.35,11.13,12.0,25430.81,8157.96,0,5.0,5,Finance
ORD202600058,2026-01-18 07:18:21.918265221,2026,1,Q1,Belgium,Berlin,Ships,Petrol,Retail,Online,Speed Wheels,Vikram,15,67867.27,1018009.04,9.2,93656.83,924352.21,790561.66,133790.55,14.47,18.0,166383.4,36104.94,0,3.6,10,Bank Transfer
ORD202600059,2026-01-18 14:35:31.776480400,2026,1,Q1,UK,London,Vintage Cars,Petrol,Retail,Direct Sales,City Motors,Sneha,4,43222.43,172889.74,7.5,12966.73,159923.01,109838.61,50084.39,31.32,10.0,15992.3,5292.41,1,3.9,4,Finance
ORD202600060,2026-01-18 21:52:41.634695579,2026,1,Q1,Finland,Mumbai,Trucks and Buses,Petrol,Retail,Direct Sales,City Motors,Ananya,11,45614.54,501759.97,2.1,10536.96,491223.01,361971.52,129251.49,26.31,12.0,58946.76,18296.07,0,4.1,13,Finance
ORD202600061,2026-01-19 05:09:51.492910759,2026,1,Q1,USA,Sydney,Planes,Petrol,Corporate,Distributor,Global Auto,Arun,7,181087.66,1267613.62,5.4,68451.14,1199162.48,952659.34,246503.14,20.56,12.0,143899.5,51647.22,0,4.8,12,Finance
ORD202600062,2026-01-19 12:27:01.351125938,2026,1,Q1,Philippines,Paris,Trucks and Buses,Electric,Retail,Dealer,Prime Motors,Vikram,10,43924.35,439243.54,13.1,57540.9,381702.63,311689.01,70013.62,18.34,8.0,30536.21,13310.62,0,3.5,7,Bank Transfer
ORD202600063,2026-01-19 19:44:11.209341117,2026,1,Q1,Canada,Sydney,Classic Cars,Hybrid,Retail,Distributor,Speed Wheels,Vikram,1,70640.9,70640.9,3.3,2331.15,68309.75,54597.43,13712.32,20.07,10.0,6830.98,2799.97,0,4.5,14,Credit Card
ORD202600064,2026-01-20 03:01:21.067556297,2026,1,Q1,USA,Singapore,Vintage Cars,Petrol,Fleet,Dealer,Prime Motors,Vikram,13,56184.22,730394.84,8.2,59892.38,670502.47,578505.0,91997.47,13.72,10.0,67050.25,34020.15,0,4.2,7,Finance
ORD202600065,2026-01-20 10:18:30.925771476,2026,1,Q1,Italy,London,Trains,Petrol,Government,Dealer,Speed Wheels,Sneha,9,39867.16,358804.45,16.2,58126.32,300678.13,228346.04,72332.1,24.06,12.0,36081.38,9517.68,0,3.9,2,Credit Card
ORD202600066,2026-01-20 17:35:40.783986655,2026,1,Q1,Singapore,Stockholm,Classic Cars,Petrol,Retail,Online,Speed Wheels,Ananya,5,57660.05,288300.27,13.8,39785.44,248514.83,201709.54,46805.29,18.83,10.0,24851.48,7263.64,1,3.4,5,UPI
ORD202600067,2026-01-21 00:52:50.642201835,2026,1,Q1,Spain,Brussels,Vintage Cars,Petrol,Fleet,Direct Sales,Elite Cars,Rahul,1,32048.15,32048.15,16.1,5159.75,26888.4,23423.2,3465.19,12.89,12.0,3226.61,819.17,0,4.3,2,Bank Transfer
ORD202600068,2026-01-21 08:10:00.500417014,2026,1,Q1,Austria,Manila,Classic Cars,Hybrid,Government,Distributor,AutoMax,Sneha,14,52691.99,737687.8,4.4,32458.26,705229.54,529735.38,175494.16,24.88,5.0,35261.48,29874.79,0,4.2,6,UPI
ORD202600069,2026-01-21 15:27:10.358632193,2026,1,Q1,Finland,Paris,Trucks and Buses,Petrol,Government,Online,AutoMax,Rahul,15,50300.83,754512.51,13.7,103368.21,651144.29,582586.46,68557.84,10.53,12.0,78137.32,34626.44,1,3.7,11,Bank Transfer
ORD202600070,2026-01-21 22:44:20.216847372,2026,1,Q1,Belgium,Rome,Vintage Cars,Petrol,Corporate,Online,City Motors,Karthik,10,42834.95,428349.48,11.0,47118.44,381231.04,290913.24,90317.8,23.69,12.0,45747.72,12611.86,0,4.0,4,Finance
ORD202600071,2026-01-22 06:01:30.075062552,2026,1,Q1,USA,London,Classic Cars,Petrol,Retail,Dealer,AutoMax,Sofia,2,90801.33,181602.66,9.7,17615.46,163987.2,129274.64,34712.56,21.17,10.0,16398.72,8767.84,1,4.2,3,UPI
ORD202600072,2026-01-22 13:18:39.933277731,2026,1,Q1,Australia,Manila,Motorcycles,Hybrid,Retail,Direct Sales,Global Auto,Meera,12,22310.82,267729.8,14.5,38820.82,228908.98,180356.03,48552.95,21.21,18.0,41203.62,10214.98,0,4.1,11,UPI
ORD202600073,2026-01-22 20:35:49.791492910,2026,1,Q1,Singapore,Rome,Planes,Hybrid,Corporate,Direct Sales,City Motors,Meera,1,69904.26,69904.26,9.7,6780.71,63123.54,48131.11,14992.43,23.75,5.0,3156.18,1422.78,0,4.1,13,Finance
ORD202600074,2026-01-23 03:52:59.649708090,2026,1,Q1,Japan,Tokyo,Trucks and Buses,Petrol,Fleet,Online,Elite Cars,Meera,4,89251.41,357005.66,11.5,41055.65,315950.01,234218.75,81731.26,25.87,18.0,56871.0,14635.89,0,3.8,2,UPI
ORD202600075,2026-01-23 11:10:09.507923269,2026,1,Q1,Switzerland,Zurich,Vintage Cars,Diesel,Corporate,Dealer,Prime Motors,Meera,8,42832.8,342662.43,17.7,60651.25,282011.18,214446.03,67565.15,23.96,12.0,33841.34,9282.53,0,3.8,2,Credit Card
ORD202600076,2026-01-23 18:27:19.366138448,2026,1,Q1,Denmark,Mumbai,Vintage Cars,Electric,Corporate,Direct Sales,Speed Wheels,Arun,11,26655.35,293208.83,9.5,27854.84,265353.99,230526.75,34827.24,13.12,12.0,31842.48,12659.24,0,5.0,7,Credit Card
ORD202600077,2026-01-24 01:44:29.224353628,2026,1,Q1,Australia,New York,Trucks and Buses,Petrol,Corporate,Direct Sales,Speed Wheels,Arun,12,48684.74,584216.87,8.3,48490.0,535726.87,404994.01,130732.85,24.4,10.0,53572.69,24720.43,0,4.4,3,UPI
ORD202600078,2026-01-24 09:01:39.082568807,2026,1,Q1,Germany,Rome,Planes,Diesel,Retail,Online,AutoMax,Sneha,10,182995.28,1829952.85,11.7,214104.48,1615848.36,1128143.79,487704.57,30.18,10.0,161584.84,33542.41,1,4.8,10,Bank Transfer
ORD202600079,2026-01-24 16:18:48.940783986,2026,1,Q1,Norway,Vienna,Classic Cars,Electric,Retail,Dealer,Prime Motors,Arun,5,44976.95,224884.76,2.9,6521.66,218363.1,160603.49,57759.61,26.45,18.0,39305.36,9494.42,0,4.7,9,Bank Transfer
ORD202600080,2026-01-24 23:35:58.798999166,2026,1,Q1,UK,Brussels,Trucks and Buses,Petrol,Corporate,Distributor,Global Auto,Vikram,11,91279.82,1004078.04,6.8,68277.31,935800.73,798038.58,137762.15,14.72,12.0,112296.09,24439.2,0,4.3,3,Bank Transfer
ORD202600081,2026-01-25 06:53:08.657214345,2026,1,Q1,Switzerland,Vienna,Planes,Diesel,Fleet,Dealer,Global Auto,Sneha,11,72051.2,792563.2,4.4,34872.78,757690.42,639913.87,117776.55,15.54,5.0,37884.52,24543.55,0,4.5,9,Credit Card
ORD202600082,2026-01-25 14:10:18.515429524,2026,1,Q1,Italy,Brussels,Ships,Hybrid,Retail,Online,Speed Wheels,Rahul,13,89132.49,1158722.31,13.9,161062.4,997659.91,696806.74,300853.17,30.16,8.0,79812.79,16809.03,1,5.0,2,Bank Transfer
ORD202600083,2026-01-25 21:27:28.373644704,2026,1,Q1,Denmark,Copenhagen,Trucks and Buses,Petrol,Retail,Direct Sales,Global Auto,Daniel,15,43915.99,658739.83,4.7,30960.77,627779.06,492735.34,135043.73,21.51,12.0,75333.49,31550.37,0,4.7,15,Credit Card
ORD202600084,2026-01-26 04:44:38.231859883,2026,1,Q1,Denmark,Madrid,Trucks and Buses,Hybrid,Retail,Online,Prime Motors,Sneha,1,56178.83,56178.83,13.6,7640.32,48538.51,33306.77,15231.73,31.38,18.0,8736.93,2482.39,0,5.0,9,Bank Transfer
ORD202600085,2026-01-26 12:01:48.090075062,2026,1,Q1,Italy,Berlin,Vintage Cars,Diesel,Government,Distributor,AutoMax,Priya,9,44672.82,402055.34,0.3,1206.17,400849.17,328991.93,71857.24,17.93,18.0,72152.85,13251.71,0,4.6,3,Finance
ORD202600086,2026-01-26 19:18:57.948290242,2026,1,Q1,Norway,Rome,Trucks and Buses,Electric,Retail,Dealer,Speed Wheels,Arun,9,39607.44,356466.97,10.0,35646.7,320820.27,238893.66,81926.61,25.54,18.0,57747.65,11804.58,0,4.2,2,Bank Transfer
ORD202600087,2026-01-27 02:36:07.806505421,2026,1,Q1,Denmark,Brussels,Classic Cars,Petrol,Retail,Distributor,Prime Motors,Sneha,11,37084.74,407932.18,0.9,3671.39,404260.79,295886.4,108374.39,26.81,8.0,32340.86,18885.65,0,4.6,9,Finance
ORD202600088,2026-01-27 09:53:17.664720600,2026,1,Q1,Canada,Rome,Vintage Cars,Hybrid,Corporate,Online,Global Auto,Daniel,3,37728.83,113186.5,3.6,4074.71,109111.78,90902.81,18208.97,16.69,5.0,5455.59,1866.58,0,4.7,5,Bank Transfer
ORD202600089,2026-01-27 17:10:27.522935780,2026,1,Q1,Denmark,Madrid,Motorcycles,Electric,Retail,Online,Speed Wheels,Daniel,15,16160.83,242412.47,7.2,17453.7,224958.78,167436.74,57522.04,25.57,10.0,22495.88,10098.74,1,4.0,10,Bank Transfer
ORD202600090,2026-01-28 00:27:37.381150959,2026,1,Q1,France,Manila,Classic Cars,Diesel,Corporate,Distributor,Speed Wheels,Karthik,7,81520.51,570643.54,4.4,25108.32,545535.22,438543.06,106992.17,19.61,12.0,65464.23,14487.66,0,3.1,7,Credit Card
ORD202600091,2026-01-28 07:44:47.239366138,2026,1,Q1,Norway,Singapore,Trucks and Buses,Hybrid,Corporate,Direct Sales,Speed Wheels,Arun,11,43463.29,478096.14,12.5,59762.02,418334.12,368201.55,50132.57,11.98,8.0,33466.73,18247.09,0,4.6,8,Finance
ORD202600092,2026-01-28 15:01:57.097581318,2026,1,Q1,Spain,Toronto,Trains,Hybrid,Fleet,Direct Sales,Elite Cars,Arun,8,48995.07,391960.59,8.5,33316.65,358643.94,268696.36,89947.58,25.08,10.0,35864.39,11035.69,0,3.8,10,Bank Transfer
ORD202600093,2026-01-28 22:19:06.955796497,2026,1,Q1,Finland,Copenhagen,Trains,Electric,Retail,Distributor,Speed Wheels,Sneha,15,32673.52,490102.82,3.7,18133.8,471969.02,416623.47,55345.54,11.73,12.0,56636.28,13092.58,0,4.6,13,Credit Card
ORD202600094,2026-01-29 05:36:16.814011676,2026,1,Q1,Japan,New York,Ships,Diesel,Government,Online,Elite Cars,Meera,13,126363.51,1642725.69,2.9,47639.04,1595086.64,1276199.64,318887.01,19.99,12.0,191410.4,57048.84,1,3.6,2,Bank Transfer
ORD202600095,2026-01-29 12:53:26.672226855,2026,1,Q1,Switzerland,Paris,Planes,Diesel,Retail,Direct Sales,Speed Wheels,Rahul,4,71421.12,285684.47,3.5,9998.96,275685.51,190679.01,85006.5,30.83,18.0,49623.39,7236.19,1,4.2,2,Bank Transfer
